,addrcode,Week,Year,DF_1,DF_0,DF_wm1,DF_wm2,DF_wm3,DF_wm4,DF_wm5,DF_wm6,DFma_1,DFma_0,DFma_wm1,DFma_wm2,DFma_wm3,DFma_wm4,DFma_wm5,DFma_wm6,RF_wm6,LST_wm4,bin,bowl,bucket,misc_short,jar,pottedplant,tire,misc_tall,total
12,1001,27,2014,0.0,0.0,0.0,0.197207541,0.0,0.197207541,0.197207541,0.197207541,0.0,0.0,0.049301885,0.049301885,0.098603771,0.147905656,0.147905656,0.295811312,0.17677223399999994,4.569258014,33.527,17.465999999999998,102.18799999999999,14.655999999999999,4.417,309.777,20.277,5.019,507.32800000000003
13,1001,28,2014,0.0,0.0,0.0,0.0,0.197207541,0.0,0.197207541,0.197207541,0.0,0.0,0.0,0.049301885,0.049301885,0.098603771,0.147905656,0.147905656,0.247877129,4.554699049,33.527,17.465999999999998,102.18799999999999,14.655999999999999,4.417,309.777,20.277,5.019,507.32800000000003
14,1001,29,2014,0.0,0.0,0.0,0.0,0.0,0.197207541,0.0,0.197207541,0.0,0.0,0.0,0.0,0.049301885,0.049301885,0.098603771,0.147905656,2.143122099,4.65522996,33.527,17.465999999999998,102.18799999999999,14.655999999999999,4.417,309.777,20.277,5.019,507.32800000000003
15,1001,30,2014,0.0,0.0,0.0,0.0,0.0,0.0,0.197207541,0.0,0.049301885,0.0,0.0,0.0,0.0,0.049301885,0.049301885,0.098603771,2.252699329,4.677378437,33.527,17.465999999999998,102.18799999999999,14.655999999999999,4.417,309.777,20.277,5.019,507.32800000000003
16,1001,31,2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.197207541,0.147905656,0.049301885,0.0,0.0,0.0,0.0,0.049301885,0.049301885,2.262298615,4.568506857,33.527,17.465999999999998,102.18799999999999,14.655999999999999,4.417,309.777,20.277,5.019,507.32800000000003
17,1001,32,2014,0.197207541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.147905656,0.147905656,0.049301885,0.0,0.0,0.0,0.0,0.049301885,0.297101667,4.370315018,33.527,17.465999999999998,102.18799999999999,14.655999999999999,4.417,309.777,20.277,5.019,507.32800000000003
18,1001,33,2014,0.394415082,0.197207541,0.0,0.0,0.0,0.0,0.0,0.0,0.147905656,0.147905656,0.147905656,0.049301885,0.0,0.0,0.0,0.0,0.008170672,4.301913747,33.527,17.465999999999998,102.18799999999999,14.655999999999999,4.417,309.777,20.277,5.019,507.32800000000003
19,1001,34,2014,0.0,0.394415082,0.197207541,0.0,0.0,0.0,0.0,0.0,0.098603771,0.147905656,0.147905656,0.147905656,0.049301885,0.0,0.0,0.0,0.163463563,4.400329375,33.527,17.465999999999998,102.18799999999999,14.655999999999999,4.417,309.777,20.277,5.019,507.32800000000003
20,1001,35,2014,0.0,0.0,0.394415082,0.197207541,0.0,0.0,0.0,0.0,0.049301885,0.098603771,0.147905656,0.147905656,0.147905656,0.049301885,0.0,0.0,0.952710357,4.3308828639999986,33.527,17.465999999999998,102.18799999999999,14.655999999999999,4.417,309.777,20.277,5.019,507.32800000000003
21,1001,36,2014,0.0,0.0,0.0,0.394415082,0.197207541,0.0,0.0,0.0,0.098603771,0.049301885,0.098603771,0.147905656,0.147905656,0.147905656,0.049301885,0.0,0.247375861,4.006542853,33.527,17.465999999999998,102.18799999999999,14.655999999999999,4.417,309.777,20.277,5.019,507.32800000000003
22,1001,37,2014,0.197207541,0.0,0.0,0.0,0.394415082,0.197207541,0.0,0.0,0.098603771,0.098603771,0.049301885,0.098603771,0.147905656,0.147905656,0.147905656,0.049301885,2.8508376189999995,3.945217332,33.527,17.465999999999998,102.18799999999999,14.655999999999999,4.417,309.777,20.277,5.019,507.32800000000003
23,1001,38,2014,0.197207541,0.197207541,0.0,0.0,0.0,0.394415082,0.197207541,0.0,0.098603771,0.098603771,0.098603771,0.049301885,0.098603771,0.147905656,0.147905656,0.147905656,0.059274966,4.270386449,33.527,17.465999999999998,102.18799999999999,14.655999999999999,4.417,309.777,20.277,5.019,507.32800000000003
24,1001,39,2014,0.0,0.197207541,0.197207541,0.0,0.0,0.0,0.394415082,0.197207541,0.049301885,0.098603771,0.098603771,0.098603771,0.049301885,0.098603771,0.147905656,0.147905656,1.04687359,4.427413514,33.527,17.465999999999998,102.18799999999999,14.655999999999999,4.417,309.777,20.277,5.019,507.32800000000003
25,1001,40,2014,0.0,0.0,0.197207541,0.197207541,0.0,0.0,0.0,0.394415082,0.098603771,0.049301885,0.098603771,0.098603771,0.098603771,0.049301885,0.098603771,0.147905656,0.424649363,4.452152062,33.527,17.465999999999998,102.18799999999999,14.655999999999999,4.417,309.777,20.277,5.019,507.32800000000003
26,1001,41,2014,0.0,0.0,0.0,0.197207541,0.197207541,0.0,0.0,0.0,0.098603771,0.098603771,0.049301885,0.098603771,0.098603771,0.098603771,0.049301885,0.098603771,0.792931116,4.365655724,33.527,17.465999999999998,102.18799999999999,14.655999999999999,4.417,309.777,20.277,5.019,507.32800000000003
27,1001,42,2014,0.394415082,0.0,0.0,0.0,0.197207541,0.197207541,0.0,0.0,0.147905656,0.098603771,0.098603771,0.049301885,0.098603771,0.098603771,0.098603771,0.049301885,1.56468365,4.390805282,33.527,17.465999999999998,102.18799999999999,14.655999999999999,4.417,309.777,20.277,5.019,507.32800000000003
28,1001,43,2014,0.0,0.394415082,0.0,0.0,0.0,0.197207541,0.197207541,0.0,0.34511319700000004,0.147905656,0.098603771,0.098603771,0.049301885,0.098603771,0.098603771,0.098603771,2.103897862,4.514097642,33.527,17.465999999999998,102.18799999999999,14.655999999999999,4.417,309.777,20.277,5.019,507.32800000000003
29,1001,44,2014,0.197207541,0.0,0.394415082,0.0,0.0,0.0,0.197207541,0.197207541,0.295811312,0.34511319700000004,0.147905656,0.098603771,0.098603771,0.049301885,0.098603771,0.098603771,3.299347349,4.575816457,33.527,17.465999999999998,102.18799999999999,14.655999999999999,4.417,309.777,20.277,5.019,507.32800000000003
30,1001,45,2014,0.788830165,0.197207541,0.0,0.394415082,0.0,0.0,0.0,0.197207541,0.542320738,0.295811312,0.34511319700000004,0.147905656,0.098603771,0.098603771,0.049301885,0.098603771,1.480144766,4.527746007,33.527,17.465999999999998,102.18799999999999,14.655999999999999,4.417,309.777,20.277,5.019,507.32800000000003
31,1001,46,2014,0.197207541,0.788830165,0.197207541,0.0,0.394415082,0.0,0.0,0.0,0.640924509,0.542320738,0.295811312,0.34511319700000004,0.147905656,0.098603771,0.098603771,0.049301885,4.055009173,4.420497209,33.527,17.465999999999998,102.18799999999999,14.655999999999999,4.417,309.777,20.277,5.019,507.32800000000003
32,1001,47,2014,0.986037706,0.197207541,0.788830165,0.197207541,0.0,0.394415082,0.0,0.0,0.591622624,0.640924509,0.542320738,0.295811312,0.34511319700000004,0.147905656,0.098603771,0.098603771,3.546648019,4.3259365710000015,33.527,17.465999999999998,102.18799999999999,14.655999999999999,4.417,309.777,20.277,5.019,507.32800000000003
33,1001,48,2014,0.591622624,0.986037706,0.197207541,0.788830165,0.197207541,0.0,0.394415082,0.0,0.542320738,0.591622624,0.640924509,0.542320738,0.295811312,0.34511319700000004,0.147905656,0.098603771,0.100529339,4.342015565,33.527,17.465999999999998,102.18799999999999,14.655999999999999,4.417,309.777,20.277,5.019,507.32800000000003
34,1001,49,2014,0.591622624,0.591622624,0.986037706,0.197207541,0.788830165,0.197207541,0.0,0.394415082,0.295811312,0.542320738,0.591622624,0.640924509,0.542320738,0.295811312,0.34511319700000004,0.147905656,1.019103331,4.288520492,33.527,17.465999999999998,102.18799999999999,14.655999999999999,4.417,309.777,20.277,5.019,507.32800000000003
35,1001,50,2014,0.0,0.591622624,0.591622624,0.986037706,0.197207541,0.788830165,0.197207541,0.0,0.147905656,0.295811312,0.542320738,0.591622624,0.640924509,0.542320738,0.295811312,0.34511319700000004,0.469688311,4.1737353289999986,33.527,17.465999999999998,102.18799999999999,14.655999999999999,4.417,309.777,20.277,5.019,507.32800000000003
36,1001,51,2014,0.0,0.0,0.591622624,0.591622624,0.986037706,0.197207541,0.788830165,0.197207541,0.0,0.147905656,0.295811312,0.542320738,0.591622624,0.640924509,0.542320738,0.295811312,0.233290224,4.10686826,33.527,17.465999999999998,102.18799999999999,14.655999999999999,4.417,309.777,20.277,5.019,507.32800000000003
37,1001,52,2014,0.0,0.0,0.0,0.591622624,0.591622624,0.986037706,0.197207541,0.788830165,0.049301885,0.0,0.147905656,0.295811312,0.542320738,0.591622624,0.640924509,0.542320738,0.485879275,4.084503649,33.527,17.465999999999998,102.18799999999999,14.655999999999999,4.417,309.777,20.277,5.019,507.32800000000003
38,1001,1,2015,0.0,0.0,0.0,0.0,0.591622624,0.591622624,0.986037706,0.197207541,0.147905656,0.049301885,0.0,0.147905656,0.295811312,0.542320738,0.591622624,0.640924509,0.160380763,3.973530958,33.527,17.465999999999998,102.18799999999999,14.655999999999999,4.417,309.777,20.277,5.019,507.32800000000003
39,1001,2,2015,0.197207541,0.0,0.0,0.0,0.0,0.591622624,0.591622624,0.986037706,0.147905656,0.147905656,0.049301885,0.0,0.147905656,0.295811312,0.542320738,0.591622624,0.059851424,3.844268324,33.527,17.465999999999998,102.18799999999999,14.655999999999999,4.417,309.777,20.277,5.019,507.32800000000003
40,1001,3,2015,0.394415082,0.197207541,0.0,0.0,0.0,0.0,0.591622624,0.591622624,0.147905656,0.147905656,0.147905656,0.049301885,0.0,0.147905656,0.295811312,0.542320738,0.8877710609999999,3.883034359,33.527,17.465999999999998,102.18799999999999,14.655999999999999,4.417,309.777,20.277,5.019,507.32800000000003
41,1001,4,2015,0.0,0.394415082,0.197207541,0.0,0.0,0.0,0.0,0.591622624,0.197207541,0.147905656,0.147905656,0.147905656,0.049301885,0.0,0.147905656,0.295811312,0.0,3.970685777,33.527,17.465999999999998,102.18799999999999,14.655999999999999,4.417,309.777,20.277,5.019,507.32800000000003
42,1001,5,2015,0.0,0.0,0.394415082,0.197207541,0.0,0.0,0.0,0.0,0.147905656,0.197207541,0.147905656,0.147905656,0.147905656,0.049301885,0.0,0.147905656,0.004135463,3.900463307,33.527,17.465999999999998,102.18799999999999,14.655999999999999,4.417,309.777,20.277,5.019,507.32800000000003
43,1001,6,2015,0.394415082,0.0,0.0,0.394415082,0.197207541,0.0,0.0,0.0,0.197207541,0.147905656,0.197207541,0.147905656,0.147905656,0.147905656,0.049301885,0.0,0.001654185,3.931175673,33.527,17.465999999999998,102.18799999999999,14.655999999999999,4.417,309.777,20.277,5.019,507.32800000000003
44,1001,7,2015,0.197207541,0.394415082,0.0,0.0,0.394415082,0.197207541,0.0,0.0,0.197207541,0.197207541,0.147905656,0.197207541,0.147905656,0.147905656,0.147905656,0.049301885,0.258428825,3.919989824,33.527,17.465999999999998,102.18799999999999,14.655999999999999,4.417,309.777,20.277,5.019,507.32800000000003
45,1001,8,2015,0.197207541,0.197207541,0.394415082,0.0,0.0,0.394415082,0.197207541,0.0,0.098603771,0.197207541,0.197207541,0.147905656,0.197207541,0.147905656,0.147905656,0.147905656,0.21166050100000006,3.97216683,33.527,17.465999999999998,102.18799999999999,14.655999999999999,4.417,309.777,20.277,5.019,507.32800000000003
46,1001,9,2015,0.0,0.197207541,0.197207541,0.394415082,0.0,0.0,0.394415082,0.197207541,0.098603771,0.098603771,0.197207541,0.197207541,0.147905656,0.197207541,0.147905656,0.147905656,1.1366507259999998,4.061926446,33.527,17.465999999999998,102.18799999999999,14.655999999999999,4.417,309.777,20.277,5.019,507.32800000000003
47,1001,10,2015,0.0,0.0,0.197207541,0.197207541,0.394415082,0.0,0.0,0.394415082,0.049301885,0.098603771,0.098603771,0.197207541,0.197207541,0.147905656,0.197207541,0.147905656,0.008772194,4.1238578530000005,33.527,17.465999999999998,102.18799999999999,14.655999999999999,4.417,309.777,20.277,5.019,507.32800000000003
48,1001,11,2015,0.197207541,0.0,0.0,0.197207541,0.197207541,0.394415082,0.0,0.0,0.049301885,0.049301885,0.098603771,0.098603771,0.197207541,0.197207541,0.147905656,0.197207541,0.002681785,4.170415361,33.527,17.465999999999998,102.18799999999999,14.655999999999999,4.417,309.777,20.277,5.019,507.32800000000003
49,1001,12,2015,0.0,0.197207541,0.0,0.0,0.197207541,0.197207541,0.394415082,0.0,0.098603771,0.049301885,0.049301885,0.098603771,0.098603771,0.197207541,0.197207541,0.147905656,0.0,4.239383542,33.527,17.465999999999998,102.18799999999999,14.655999999999999,4.417,309.777,20.277,5.019,507.32800000000003
50,1001,13,2015,0.0,0.0,0.197207541,0.0,0.0,0.197207541,0.197207541,0.394415082,0.098603771,0.098603771,0.049301885,0.049301885,0.098603771,0.098603771,0.197207541,0.197207541,0.006842310999999999,4.204766582,33.527,17.465999999999998,102.18799999999999,14.655999999999999,4.417,309.777,20.277,5.019,507.32800000000003
51,1001,14,2015,0.197207541,0.0,0.0,0.197207541,0.0,0.0,0.197207541,0.197207541,0.098603771,0.098603771,0.098603771,0.049301885,0.049301885,0.098603771,0.098603771,0.197207541,0.006742056999999999,4.150683339,33.527,17.465999999999998,102.18799999999999,14.655999999999999,4.417,309.777,20.277,5.019,507.32800000000003
52,1001,15,2015,0.197207541,0.197207541,0.0,0.0,0.197207541,0.0,0.0,0.197207541,0.246509427,0.098603771,0.098603771,0.098603771,0.049301885,0.049301885,0.098603771,0.098603771,0.0,4.167020986,33.527,17.465999999999998,102.18799999999999,14.655999999999999,4.417,309.777,20.277,5.019,507.32800000000003
53,1001,16,2015,0.0,0.197207541,0.197207541,0.0,0.0,0.197207541,0.0,0.0,0.295811312,0.246509427,0.098603771,0.098603771,0.098603771,0.049301885,0.049301885,0.098603771,0.0,4.3507991310000005,33.527,17.465999999999998,102.18799999999999,14.655999999999999,4.417,309.777,20.277,5.019,507.32800000000003
54,1001,17,2015,0.591622624,0.0,0.197207541,0.197207541,0.0,0.0,0.197207541,0.0,0.443716968,0.295811312,0.246509427,0.098603771,0.098603771,0.098603771,0.049301885,0.049301885,0.0,4.520670258,33.527,17.465999999999998,102.18799999999999,14.655999999999999,4.417,309.777,20.277,5.019,507.32800000000003
55,1001,18,2015,0.394415082,0.591622624,0.0,0.197207541,0.197207541,0.0,0.0,0.197207541,0.591622624,0.443716968,0.295811312,0.246509427,0.098603771,0.098603771,0.098603771,0.049301885,0.419987569,4.550805083,33.527,17.465999999999998,102.18799999999999,14.655999999999999,4.417,309.777,20.277,5.019,507.32800000000003
56,1001,19,2015,0.788830165,0.394415082,0.591622624,0.0,0.197207541,0.197207541,0.0,0.0,0.542320738,0.591622624,0.443716968,0.295811312,0.246509427,0.098603771,0.098603771,0.098603771,0.315122259,4.52513822,33.527,17.465999999999998,102.18799999999999,14.655999999999999,4.417,309.777,20.277,5.019,507.32800000000003
57,1001,20,2015,0.591622624,0.788830165,0.394415082,0.591622624,0.0,0.197207541,0.197207541,0.0,0.493018853,0.542320738,0.591622624,0.443716968,0.295811312,0.246509427,0.098603771,0.098603771,0.0,4.626476978,33.527,17.465999999999998,102.18799999999999,14.655999999999999,4.417,309.777,20.277,5.019,507.32800000000003
58,1001,21,2015,0.394415082,0.591622624,0.788830165,0.394415082,0.591622624,0.0,0.197207541,0.197207541,0.295811312,0.493018853,0.542320738,0.591622624,0.443716968,0.295811312,0.246509427,0.098603771,0.0,4.75932532,33.527,17.465999999999998,102.18799999999999,14.655999999999999,4.417,309.777,20.277,5.019,507.32800000000003
59,1001,22,2015,0.197207541,0.394415082,0.591622624,0.788830165,0.394415082,0.591622624,0.0,0.197207541,0.443716968,0.295811312,0.493018853,0.542320738,0.591622624,0.443716968,0.295811312,0.246509427,0.0021805170000000003,4.646977872,33.527,17.465999999999998,102.18799999999999,14.655999999999999,4.417,309.777,20.277,5.019,507.32800000000003
60,1001,23,2015,0.0,0.197207541,0.394415082,0.591622624,0.788830165,0.394415082,0.591622624,0.0,0.591622624,0.443716968,0.295811312,0.493018853,0.542320738,0.591622624,0.443716968,0.295811312,0.5258804779999999,4.428040659,33.527,17.465999999999998,102.18799999999999,14.655999999999999,4.417,309.777,20.277,5.019,507.32800000000003
61,1001,24,2015,1.183245247,0.0,0.197207541,0.394415082,0.591622624,0.788830165,0.394415082,0.591622624,0.83813205,0.591622624,0.443716968,0.295811312,0.493018853,0.542320738,0.591622624,0.443716968,0.0,4.545398177,33.527,17.465999999999998,102.18799999999999,14.655999999999999,4.417,309.777,20.277,5.019,507.32800000000003
62,1001,25,2015,0.986037706,1.183245247,0.0,0.197207541,0.394415082,0.591622624,0.788830165,0.394415082,1.0353395909999998,0.83813205,0.591622624,0.443716968,0.295811312,0.493018853,0.542320738,0.591622624,0.380337253,4.778515234,33.527,17.465999999999998,102.18799999999999,14.655999999999999,4.417,309.777,20.277,5.019,507.32800000000003
63,1001,26,2015,1.183245247,0.986037706,1.183245247,0.0,0.197207541,0.394415082,0.591622624,0.788830165,0.887433935,1.0353395909999998,0.83813205,0.591622624,0.443716968,0.295811312,0.493018853,0.542320738,1.5975668440000002,4.8143793960000005,33.527,17.465999999999998,102.18799999999999,14.655999999999999,4.417,309.777,20.277,5.019,507.32800000000003
64,1001,27,2015,0.788830165,1.183245247,0.986037706,1.183245247,0.0,0.197207541,0.394415082,0.591622624,0.936735821,0.887433935,1.0353395909999998,0.83813205,0.591622624,0.443716968,0.295811312,0.493018853,0.086092815,4.62874462,33.527,17.465999999999998,102.18799999999999,14.655999999999999,4.417,309.777,20.277,5.019,507.32800000000003
65,1001,28,2015,0.591622624,0.788830165,1.183245247,0.986037706,1.183245247,0.0,0.197207541,0.394415082,0.788830165,0.936735821,0.887433935,1.0353395909999998,0.83813205,0.591622624,0.443716968,0.295811312,1.880332241,4.493047553999999,33.527,17.465999999999998,102.18799999999999,14.655999999999999,4.417,309.777,20.277,5.019,507.32800000000003
66,1001,29,2015,1.183245247,0.591622624,0.788830165,1.183245247,0.986037706,1.183245247,0.0,0.197207541,0.73952828,0.788830165,0.936735821,0.887433935,1.0353395909999998,0.83813205,0.591622624,0.443716968,1.141939106,4.574576341,33.527,17.465999999999998,102.18799999999999,14.655999999999999,4.417,309.777,20.277,5.019,507.32800000000003
67,1001,30,2015,0.591622624,1.183245247,0.591622624,0.788830165,1.183245247,0.986037706,1.183245247,0.0,0.6902263940000001,0.73952828,0.788830165,0.936735821,0.887433935,1.0353395909999998,0.83813205,0.591622624,2.233199996,4.62667894,33.527,17.465999999999998,102.18799999999999,14.655999999999999,4.417,309.777,20.277,5.019,507.32800000000003
68,1001,31,2015,0.591622624,0.591622624,1.183245247,0.591622624,0.788830165,1.183245247,0.986037706,1.183245247,0.6902263940000001,0.6902263940000001,0.73952828,0.788830165,0.936735821,0.887433935,1.0353395909999998,0.83813205,4.898593441,4.480579071,33.527,17.465999999999998,102.18799999999999,14.655999999999999,4.417,309.777,20.277,5.019,507.32800000000003
69,1001,32,2015,0.394415082,0.591622624,0.591622624,1.183245247,0.591622624,0.788830165,1.183245247,0.986037706,0.73952828,0.6902263940000001,0.6902263940000001,0.73952828,0.788830165,0.936735821,0.887433935,1.0353395909999998,0.684381485,4.398990049,33.527,17.465999999999998,102.18799999999999,14.655999999999999,4.417,309.777,20.277,5.019,507.32800000000003
70,1001,33,2015,1.183245247,0.394415082,0.591622624,0.591622624,1.183245247,0.591622624,0.788830165,1.183245247,0.83813205,0.73952828,0.6902263940000001,0.6902263940000001,0.73952828,0.788830165,0.936735821,0.887433935,1.714487654,4.387233747,33.527,17.465999999999998,102.18799999999999,14.655999999999999,4.417,309.777,20.277,5.019,507.32800000000003
71,1001,34,2015,0.788830165,1.183245247,0.394415082,0.591622624,0.591622624,1.183245247,0.591622624,0.788830165,0.887433935,0.83813205,0.73952828,0.6902263940000001,0.6902263940000001,0.73952828,0.788830165,0.936735821,2.472455312,4.371533875,33.527,17.465999999999998,102.18799999999999,14.655999999999999,4.417,309.777,20.277,5.019,507.32800000000003
72,1001,35,2015,0.986037706,0.788830165,1.183245247,0.394415082,0.591622624,0.591622624,1.183245247,0.591622624,0.788830165,0.887433935,0.83813205,0.73952828,0.6902263940000001,0.6902263940000001,0.73952828,0.788830165,1.797898684,4.422329038,33.527,17.465999999999998,102.18799999999999,14.655999999999999,4.417,309.777,20.277,5.019,507.32800000000003
73,1001,36,2015,0.591622624,0.986037706,0.788830165,1.183245247,0.394415082,0.591622624,0.591622624,1.183245247,0.640924509,0.788830165,0.887433935,0.83813205,0.73952828,0.6902263940000001,0.6902263940000001,0.73952828,0.419135413,4.614656899,33.527,17.465999999999998,102.18799999999999,14.655999999999999,4.417,309.777,20.277,5.019,507.32800000000003
74,1001,37,2015,0.788830165,0.591622624,0.986037706,0.788830165,1.183245247,0.394415082,0.591622624,0.591622624,0.542320738,0.640924509,0.788830165,0.887433935,0.83813205,0.73952828,0.6902263940000001,0.6902263940000001,1.730302666,4.5994140980000005,33.527,17.465999999999998,102.18799999999999,14.655999999999999,4.417,309.777,20.277,5.019,507.32800000000003
75,1001,38,2015,0.197207541,0.788830165,0.591622624,0.986037706,0.788830165,1.183245247,0.394415082,0.591622624,0.6902263940000001,0.542320738,0.640924509,0.788830165,0.887433935,0.83813205,0.73952828,0.6902263940000001,0.8713044,4.402639534,33.527,17.465999999999998,102.18799999999999,14.655999999999999,4.417,309.777,20.277,5.019,507.32800000000003
76,1001,39,2015,0.591622624,0.197207541,0.788830165,0.591622624,0.986037706,0.788830165,1.183245247,0.394415082,0.788830165,0.6902263940000001,0.542320738,0.640924509,0.788830165,0.887433935,0.83813205,0.73952828,0.434875234,4.436381327,33.527,17.465999999999998,102.18799999999999,14.655999999999999,4.417,309.777,20.277,5.019,507.32800000000003
77,1001,40,2015,1.183245247,0.591622624,0.197207541,0.788830165,0.591622624,0.986037706,0.788830165,1.183245247,0.936735821,0.788830165,0.6902263940000001,0.542320738,0.640924509,0.788830165,0.887433935,0.83813205,2.861539695,4.560130758000001,33.527,17.465999999999998,102.18799999999999,14.655999999999999,4.417,309.777,20.277,5.019,507.32800000000003
78,1001,41,2015,1.183245247,1.183245247,0.591622624,0.197207541,0.788830165,0.591622624,0.986037706,0.788830165,1.084641477,0.936735821,0.788830165,0.6902263940000001,0.542320738,0.640924509,0.788830165,0.887433935,0.989227746,4.693393653,33.527,17.465999999999998,102.18799999999999,14.655999999999999,4.417,309.777,20.277,5.019,507.32800000000003
79,1001,42,2015,0.788830165,1.183245247,1.183245247,0.591622624,0.197207541,0.788830165,0.591622624,0.986037706,1.380452789,1.084641477,0.936735821,0.788830165,0.6902263940000001,0.542320738,0.640924509,0.788830165,2.116103742,4.713706757,33.527,17.465999999999998,102.18799999999999,14.655999999999999,4.417,309.777,20.277,5.019,507.32800000000003
80,1001,43,2015,1.183245247,0.788830165,1.183245247,1.183245247,0.591622624,0.197207541,0.788830165,0.591622624,1.626962215,1.380452789,1.084641477,0.936735821,0.788830165,0.6902263940000001,0.542320738,0.640924509,1.795793357,4.548820897,33.527,17.465999999999998,102.18799999999999,14.655999999999999,4.417,309.777,20.277,5.019,507.32800000000003
81,1001,44,2015,2.366490495,1.183245247,0.788830165,1.183245247,1.183245247,0.591622624,0.197207541,0.788830165,2.021377297,1.626962215,1.380452789,1.084641477,0.936735821,0.788830165,0.6902263940000001,0.542320738,5.0,4.355593066,33.527,17.465999999999998,102.18799999999999,14.655999999999999,4.417,309.777,20.277,5.019,507.32800000000003
82,1001,45,2015,2.169282953,2.366490495,1.183245247,0.788830165,1.183245247,1.183245247,0.591622624,0.197207541,2.41579238,2.021377297,1.626962215,1.380452789,1.084641477,0.936735821,0.788830165,0.6902263940000001,2.586518893,4.320047791,33.527,17.465999999999998,102.18799999999999,14.655999999999999,4.417,309.777,20.277,5.019,507.32800000000003
