,addrcode,Week,Year,rainfall,predicted,actual
406,8011,13,2017,323.15,0.175611548577851,0.0
407,8011,14,2017,88.29,0.1821256067657337,0.269215238
408,8011,15,2017,87.6,0.20123469652093112,0.134607619
409,8011,16,2017,13.03,0.17584275656825582,0.134607619
410,8011,17,2017,531.68,0.1492956505328765,0.134607619
411,8011,18,2017,284.92,0.19629994328831327,0.403822856
412,8011,19,2017,198.97,0.192699036715207,0.538430475
413,8011,20,2017,375.49,0.18899226565614502,0.134607619
414,8011,21,2017,524.7,0.2092788342623995,0.0
415,8011,22,2017,231.72,0.28718832115582604,0.134607619
416,8011,23,2017,229.73,0.32549737987323696,0.134607619
417,8011,24,2017,94.22,0.28107706259887877,0.134607619
418,8011,25,2017,155.44,0.2147292333088798,0.0
419,8011,26,2017,158.56,0.2217682318911617,0.134607619
420,8011,27,2017,163.19,0.19525983714509149,0.134607619
421,8011,28,2017,227.01,0.1775364916574909,0.0
422,8011,29,2017,216.76,0.1538356690231364,0.134607619
423,8011,30,2017,84.82,0.18248319880923747,0.134607619
424,8011,31,2017,461.17,0.19197416028417313,0.134607619
425,8011,32,2017,392.87,0.15254192383710274,0.134607619
426,8011,33,2017,438.95,0.16616837921841573,0.269215238
427,8011,34,2017,395.62,0.19080388483419633,0.0
428,8011,35,2017,148.16,0.18440614048504264,0.0
429,8011,36,2017,656.02,0.19486090012594665,0.673038094
430,8011,37,2017,354.07,0.21735169750138758,0.134607619
431,8011,38,2017,383.02,0.17573961197858518,0.269215238
432,8011,39,2017,66.87,0.13413541183236433,0.0
433,8011,40,2017,517.49,0.30246667135628225,0.269215238
434,8011,41,2017,675.83,0.2836469278964945,0.134607619
435,8011,42,2017,280.88,0.2115803435910793,0.134607619
436,8011,43,2017,351.82,0.22373516072406394,0.134607619
437,8011,44,2017,780.68,0.24402775024422513,0.134607619
438,8011,45,2017,417.16,0.22496849275027533,0.0
439,8011,46,2017,662.58,0.18305940681030386,0.0
440,8012,7,2017,0.0,0.5132577331849224,0.226904008
441,8012,8,2017,306.52,0.5495377577525279,0.453808017
442,8012,9,2017,0.0,0.4375595636802342,0.226904008
443,8012,10,2017,196.08,0.4052913497560915,0.226904008
444,8012,11,2017,81.94,0.40916286511959954,0.113452004
445,8012,12,2017,803.43,0.37444682607955815,0.113452004
446,8012,13,2017,299.05,0.31939331755611244,0.453808017
447,8012,14,2017,167.92,0.2751520671646538,0.453808017
448,8012,15,2017,202.44,0.24406895347111723,0.5672600210000001
449,8012,16,2017,0.02,0.21270689435633772,0.226904008
450,8012,17,2017,824.37,0.28014637797542713,0.226904008
451,8012,18,2017,694.52,0.29079013463867687,0.34035601200000004
452,8012,19,2017,105.53,0.3586150783239219,0.113452004
453,8012,20,2017,520.91,0.3347274411196852,0.226904008
454,8012,21,2017,739.34,0.30469090435404567,0.113452004
455,8012,22,2017,608.05,0.3318197351052765,0.0
456,8012,23,2017,234.17,0.22111428182339035,0.5672600210000001
457,8012,24,2017,73.54,0.19751938241452882,0.226904008
458,8012,25,2017,112.67,0.2266178043519824,0.34035601200000004
459,8012,26,2017,158.31,0.145182105141988,0.113452004
460,8012,27,2017,163.34,0.2418015503522048,0.34035601200000004
461,8012,28,2017,471.18,0.2600304131807412,0.226904008
462,8012,29,2017,392.29,0.2625952511730817,0.0
463,8012,30,2017,78.6,0.26311983803030825,0.0
464,8012,31,2017,710.41,0.2928634407961998,0.226904008
465,8012,32,2017,398.42,0.2653446514467289,0.113452004
466,8012,33,2017,1096.58,0.1912173705384502,0.226904008
467,8012,34,2017,962.41,0.13225558795477432,0.0
468,8012,35,2017,263.53,0.19144492579986025,0.0
469,8012,36,2017,521.82,0.18796383279359316,0.226904008
470,8012,37,2017,589.38,0.1555618156509694,0.226904008
471,8012,38,2017,334.27,0.15399376003491877,1.021068037
472,8012,39,2017,346.55,0.08716917795994182,0.34035601200000004
473,8012,40,2017,698.87,0.1396834537234148,0.453808017
474,8012,41,2017,2320.93,0.20625803228239586,0.0
475,8012,42,2017,607.28,0.38539601361605624,0.113452004
476,8012,43,2017,917.99,0.379491235555942,0.113452004
477,8012,44,2017,2423.62,0.36391511062766924,0.453808017
478,8012,45,2017,1677.17,0.30109254983673067,0.113452004
