,addrcode,Year,temperature
907,800707,2017,28.66761830357143
908,800708,2014,30.17724776785715
909,800708,2015,29.873476438492062
910,800708,2016,30.316526041666673
911,800708,2017,29.08251562500001
912,800709,2014,30.512194940476192
913,800709,2015,30.213863591269845
914,800709,2016,29.919982142857137
915,800709,2017,28.593169642857145
916,800710,2014,29.92978125
917,800710,2015,29.525689732142855
918,800710,2016,29.446193452380953
919,800710,2017,28.2034880952381
920,800711,2014,30.37164880952381
921,800711,2015,30.287672619047623
922,800711,2016,30.80410119047619
923,800711,2017,29.727956101190482
924,800801,2014,31.759231398809522
925,800801,2015,30.913346230158734
926,800801,2016,30.101116815476193
927,800801,2017,29.223180059523813
928,800802,2014,29.732347470238096
929,800802,2015,29.085243303571428
930,800802,2016,27.928436755952387
931,800802,2017,27.70143526785714
932,800803,2014,30.62194866071428
933,800803,2015,29.964427083333334
934,800803,2016,29.507308035714292
935,800803,2017,28.638013392857143
936,800804,2014,31.38729613095238
937,800804,2015,30.70383010912698
938,800804,2016,30.163198660714283
939,800804,2017,28.537731398809523
940,800806,2014,30.01789136904762
941,800806,2015,29.670734126984126
942,800806,2016,29.892756696428567
943,800806,2017,29.359952380952382
944,800807,2014,30.292228422619047
945,800807,2015,29.856755456349205
946,800807,2016,29.611546875000005
947,800807,2017,28.571683035714287
948,800809,2014,31.57285416666667
949,800809,2015,31.12749900793651
950,800809,2016,30.333816220238095
951,800809,2017,28.90818824404762
952,800810,2014,30.399577380952383
953,800810,2015,30.279987599206347
954,800810,2016,29.969188988095237
955,800810,2017,28.758985863095237
956,800811,2014,29.63440848214286
957,800811,2015,28.91603745039683
958,800811,2016,28.31497395833334
959,800811,2017,28.336343749999997
960,800813,2014,30.28892633928572
961,800813,2015,30.58151165674603
962,800813,2016,29.509866071428576
963,800813,2017,28.04757961309524
964,800901,2014,30.943425595238097
965,800901,2015,31.33636507936508
966,800901,2016,30.975918898809528
967,800901,2017,29.42692336309524
968,800902,2014,29.38509226190477
969,800902,2015,29.649905753968255
970,800902,2016,29.629087797619047
971,800902,2017,28.51490252976191
972,800903,2014,30.29295386904762
973,800903,2015,30.68490302579365
974,800903,2016,30.79953571428571
975,800903,2017,29.18845610119048
976,800904,2014,30.065929315476186
977,800904,2015,30.58838715277778
978,800904,2016,30.545582589285715
979,800904,2017,29.157803571428573
980,800905,2014,29.252442708333337
981,800905,2015,30.1666810515873
982,800905,2016,29.312946428571433
983,800905,2017,28.613501488095235
984,800906,2014,28.88162723214286
985,800906,2015,29.286111111111108
986,800906,2016,29.035287202380957
987,800906,2017,27.836722470238097
988,800907,2014,29.967962053571426
989,800907,2015,30.60929290674603
990,800907,2016,30.183020089285716
991,800907,2017,29.103378720238094
992,800908,2014,28.88097470238095
993,800908,2015,29.628921626984123
994,800908,2016,28.975362351190473
995,800908,2017,28.401577380952375
996,800909,2014,29.256567708333332
997,800909,2015,29.911102430555555
998,800909,2016,29.838751488095237
999,800909,2017,28.617728422619056
1000,800910,2014,28.29311607142857
1001,800910,2015,28.039288194444442
1002,800910,2016,27.5587931547619
1003,800910,2017,26.085771577380953
1004,800911,2014,28.60107366071428
1005,800911,2015,28.412720486111112
1006,800911,2016,28.544133184523815
1007,800911,2017,27.238563244047626
1008,800912,2014,29.709398809523808
1009,800912,2015,30.004199156746026
1010,800912,2016,30.167463541666667
1011,800912,2017,28.706175595238097
1012,800913,2014,29.001020089285714
1013,800913,2015,29.269424851190475
1014,800913,2016,29.105840029761907
1015,800913,2017,27.822095238095244
1016,801001,2014,29.521459821428575
1017,801001,2015,29.870616071428568
1018,801001,2016,29.959127232142862
1019,801001,2017,28.967636160714292
1020,801002,2014,29.324640624999997
1021,801002,2015,29.388021329365078
1022,801002,2016,29.028902529761904
1023,801002,2017,28.309985863095235
1024,801003,2014,29.953994047619048
1025,801003,2015,29.88354861111112
1026,801003,2016,29.31082142857143
1027,801003,2017,29.37088541666667
1028,801101,2014,29.785358630952377
1029,801101,2015,30.10110193452381
1030,801101,2016,29.198990327380955
1031,801101,2017,29.13131994047619
1032,801102,2014,29.8800119047619
1033,801102,2015,29.745350446428564
1034,801102,2016,29.463177083333335
1035,801102,2017,29.326063244047617
1036,801103,2014,29.91194642857143
1037,801103,2015,29.786903273809532
1038,801103,2016,30.01895982142857
1039,801103,2017,29.428598214285714
1040,801104,2014,29.19155803571429
1041,801104,2015,29.62114236111111
1042,801104,2016,28.837246279761903
1043,801104,2017,28.518633928571433
1044,801105,2014,29.705249255952385
1045,801105,2015,29.801508928571426
1046,801105,2016,29.292614583333332
1047,801105,2017,29.064543154761907
1048,801106,2014,29.70155952380952
1049,801106,2015,29.773874751984128
