,addrcode,Year,Week,temperature
3260,1016,2016,21,36.03
3261,1016,2016,22,36.03
3262,1016,2016,23,36.03
3263,1016,2016,24,36.059285714285714
3264,1016,2016,25,37.055
3265,1016,2016,26,37.815
3266,1016,2016,27,38.41375
3267,1016,2016,28,39.07071428571429
3268,1016,2016,29,38.38660714285713
3269,1016,2016,30,36.525
3270,1016,2016,31,37.48392857142858
3271,1016,2016,32,37.76839285714287
3272,1016,2016,33,36.69375
3273,1016,2016,34,36.03
3274,1016,2016,35,36.03
3275,1016,2016,36,36.699642857142855
3276,1016,2016,37,38.39607142857143
3277,1016,2016,38,38.278214285714284
3278,1016,2016,39,36.599642857142854
3279,1016,2016,40,36.2
3280,1016,2016,41,36.88
3281,1016,2016,42,36.895
3282,1016,2016,43,36.0925
3283,1016,2016,44,35.46767857142857
3284,1016,2016,45,35.38017857142857
3285,1016,2016,46,34.7825
3286,1016,2016,47,33.80232142857143
3287,1016,2016,48,33.62125
3288,1016,2016,49,33.63999999999999
3289,1016,2016,50,33.255
3290,1016,2016,51,32.98553571428572
3291,1016,2016,52,31.61285714285714
3292,1016,2017,1,33.435
3293,1016,2017,2,32.727500000000006
3294,1016,2017,3,32.87339285714285
3295,1016,2017,4,34.32660714285714
3296,1016,2017,5,34.955714285714286
3297,1016,2017,6,34.80392857142858
3298,1016,2017,7,35.110178571428555
3299,1016,2017,8,35.91125
3300,1016,2017,9,36.44000000000001
3301,1016,2017,10,37.2725
3302,1016,2017,11,38.48767857142857
3303,1016,2017,12,38.45446428571428
3304,1016,2017,13,37.96071428571429
3305,1016,2017,14,40.431607142857146
3306,1016,2017,15,41.34160714285713
3307,1016,2017,16,39.19
3308,1016,2017,17,35.73000000000001
3309,1016,2017,18,33.68
3310,1016,2017,19,34.49964285714286
3311,1016,2017,20,36.57607142857143
3312,1016,2017,21,36.74642857142858
3313,1016,2017,22,36.89535714285713
3314,1016,2017,23,38.23410714285715
3315,1016,2017,24,38.23624999999999
3316,1016,2017,25,36.925
3317,1016,2017,26,35.94
3318,1016,2017,27,35.94
3319,1016,2017,28,36.16857142857142
3320,1016,2017,29,37.08285714285713
3321,1016,2017,30,37.15142857142858
3322,1016,2017,31,36.30464285714286
3323,1016,2017,32,36.70249999999999
3324,1016,2017,33,38.09
3325,1016,2017,34,38.885
3326,1016,2017,35,38.47089285714286
3327,1016,2017,36,37.96196428571428
3328,1016,2017,37,37.77321428571429
3329,1016,2017,38,36.91785714285713
3330,1016,2017,39,36.169642857142854
3331,1016,2017,40,36.29
3332,1016,2017,41,36.18
3333,1016,2017,42,35.68375
3334,1016,2017,43,34.86
3335,1016,2017,44,33.21803571428571
3336,1016,2017,45,32.24821428571429
3337,1016,2017,46,33.57214285714286
3338,1016,2017,47,34.45964285714285
3339,1016,2017,48,34.1275
3340,1016,2017,49,32.629999999999995
3341,1016,2017,50,31.39125000000001
3342,1016,2017,51,31.724464285714287
3343,1016,2017,52,32.27357142857143
3344,1017,2014,1,33.199285714285715
3345,1017,2014,2,31.498571428571427
3346,1017,2014,3,31.73125
3347,1017,2014,4,33.253392857142856
3348,1017,2014,5,33.2775
3349,1017,2014,6,32.864999999999995
3350,1017,2014,7,33.24374999999999
3351,1017,2014,8,34.14178571428571
3352,1017,2014,9,34.83803571428571
3353,1017,2014,10,36.02285714285714
3354,1017,2014,11,36.85321428571429
3355,1017,2014,12,36.36696428571428
3356,1017,2014,13,36.90125
3357,1017,2014,14,38.435
3358,1017,2014,15,39.45875
3359,1017,2014,16,38.81910714285714
3360,1017,2014,17,37.519285714285715
3361,1017,2014,18,38.65142857142858
3362,1017,2014,19,39.722142857142856
3363,1017,2014,20,38.26714285714286
3364,1017,2014,21,38.31
3365,1017,2014,22,38.62
3366,1017,2014,23,38.22500000000001
3367,1017,2014,24,38.17910714285714
3368,1017,2014,25,39.12517857142858
3369,1017,2014,26,39.16607142857144
3370,1017,2014,27,38.10232142857143
3371,1017,2014,28,36.56160714285714
3372,1017,2014,29,36.05
3373,1017,2014,30,36.91
3374,1017,2014,31,35.78625
3375,1017,2014,32,32.11375
3376,1017,2014,33,31.79678571428572
3377,1017,2014,34,35.61392857142857
3378,1017,2014,35,37.05214285714286
3379,1017,2014,36,37.24821428571429
3380,1017,2014,37,36.5075
3381,1017,2014,38,36.815
3382,1017,2014,39,37.8275
3383,1017,2014,40,38.121071428571426
3384,1017,2014,41,37.84
3385,1017,2014,42,37.61178571428571
3386,1017,2014,43,36.78589285714286
3387,1017,2014,44,36.51017857142857
3388,1017,2014,45,36.505
3389,1017,2014,46,36.005
3390,1017,2014,47,35.13
3391,1017,2014,48,34.26321428571429
3392,1017,2014,49,33.244642857142864
3393,1017,2014,50,32.105357142857144
3394,1017,2014,51,32.34285714285714
3395,1017,2014,52,33.21678571428571
3396,1017,2015,1,32.785
3397,1017,2015,2,32.92428571428571
3398,1017,2015,3,32.581607142857145
