,addrcode,Year,Week,rainfall
791,1004,2016,20,111.16
792,1004,2016,21,131.38
793,1004,2016,22,65.17
794,1004,2016,23,69.71
795,1004,2016,24,9.14
796,1004,2016,25,67.4
797,1004,2016,26,40.54
798,1004,2016,27,82.36
799,1004,2016,28,59.21
800,1004,2016,29,69.63
801,1004,2016,30,24.87
802,1004,2016,31,27.32
803,1004,2016,32,29.309999999999995
804,1004,2016,33,92.08
805,1004,2016,34,96.03
806,1004,2016,35,33.46
807,1004,2016,36,69.1
808,1004,2016,37,61.029999999999994
809,1004,2016,38,71.82
810,1004,2016,39,86.66
811,1004,2016,40,97.72
812,1004,2016,41,97.35
813,1004,2016,42,80.46
814,1004,2016,43,45.15
815,1004,2016,44,0.52
816,1004,2016,45,7.959999999999999
817,1004,2016,46,15.52
818,1004,2016,47,17.83
819,1004,2016,48,0.0
820,1004,2016,49,0.0
821,1004,2016,50,21.26
822,1004,2016,51,0.0
823,1004,2016,52,16.64
824,1004,2017,1,0.01
825,1004,2017,2,57.63000000000001
826,1004,2017,3,0.0
827,1004,2017,4,3.97
828,1004,2017,5,25.33
829,1004,2017,6,0.0
830,1004,2017,7,0.0
831,1004,2017,8,30.71
832,1004,2017,9,33.41
833,1004,2017,10,43.94
834,1004,2017,11,0.0
835,1004,2017,12,2.02
836,1004,2017,13,15.49
837,1004,2017,14,53.61
838,1004,2017,15,0.06
839,1004,2017,16,25.2
840,1004,2017,17,96.92
841,1004,2017,18,48.04
842,1004,2017,19,36.45
843,1004,2017,20,26.410000000000004
844,1004,2017,21,42.09
845,1004,2017,22,27.21
846,1004,2017,23,38.33
847,1004,2017,24,13.940000000000001
848,1004,2017,25,11.86
849,1004,2017,26,14.37
850,1004,2017,27,38.58
851,1004,2017,28,41.98
852,1004,2017,29,3.18
853,1004,2017,30,45.05
854,1004,2017,31,31.6
855,1004,2017,32,20.03
856,1004,2017,33,60.36
857,1004,2017,34,98.8
858,1004,2017,35,33.73
859,1004,2017,36,44.26
860,1004,2017,37,32.87
861,1004,2017,38,61.06
862,1004,2017,39,0.0
863,1004,2017,40,55.05
864,1004,2017,41,3.0
865,1004,2017,42,59.25
866,1004,2017,43,51.29
867,1004,2017,44,29.860000000000003
868,1004,2017,45,1.17
869,1004,2017,46,0.0
870,1004,2017,47,3.8899999999999997
871,1004,2017,48,9.28
872,1004,2017,49,0.0
873,1004,2017,50,0.0
874,1004,2017,51,1.59
875,1004,2017,52,0.0
876,1004,2018,1,14.74
877,1004,2018,2,12.01
878,1004,2018,3,67.42
879,1004,2018,4,0.0
880,1004,2018,5,0.0
881,1004,2018,6,1.39
882,1004,2018,7,6.51
883,1004,2018,8,0.0
884,1004,2018,9,33.41
885,1004,2018,10,0.0
886,1004,2018,11,22.75
887,1004,2018,12,0.0
888,1004,2018,13,5.39
889,1004,2018,14,2.73
890,1004,2018,15,10.51
891,1004,2018,16,1.6299999999999997
892,1004,2018,17,36.39
893,1004,2018,18,17.14
894,1004,2018,19,0.0
895,1004,2018,20,2.15
896,1004,2018,21,70.32
897,1004,2018,22,27.940000000000005
898,1004,2018,23,26.49
899,1004,2018,24,40.56
900,1005,2014,9,0.22
901,1005,2014,10,1.21
902,1005,2014,11,0.0
903,1005,2014,12,27.49
904,1005,2014,13,87.68
