,addrcode,Year,Month,temperature
848,1018,2016,9,36.60049107142857
849,1018,2016,10,35.94877678571429
850,1018,2016,11,33.58662946428571
851,1018,2016,12,32.585234375
852,1018,2017,1,33.306803571428574
853,1018,2017,2,35.06578125
854,1018,2017,3,37.60984375
855,1018,2017,4,38.04858035714286
856,1018,2017,5,35.93087053571429
857,1018,2017,6,37.22030133928572
858,1018,2017,7,36.162375000000004
859,1018,2017,8,37.450089285714284
860,1018,2017,9,36.635910714285714
861,1018,2017,10,34.676875
862,1018,2017,11,32.98647321428571
863,1018,2017,12,31.568214285714284
864,1019,2014,1,32.04232142857143
865,1019,2014,2,33.40199404761904
866,1019,2014,3,35.91507142857142
867,1019,2014,4,38.036011904761914
868,1019,2014,5,38.07204761904762
869,1019,2014,6,38.296755952380956
870,1019,2014,7,36.52354166666667
871,1019,2014,8,36.07552380952381
872,1019,2014,9,36.8389880952381
873,1019,2014,10,36.55345238095238
874,1019,2014,11,34.74496428571429
875,1019,2014,12,32.229687500000004
876,1019,2015,1,32.63111111111111
877,1019,2015,2,35.061934523809526
878,1019,2015,3,36.08532738095238
879,1019,2015,4,38.240654761904764
880,1019,2015,5,38.495273809523816
881,1019,2015,6,37.782738095238095
882,1019,2015,7,36.85299107142857
883,1019,2015,8,37.093678571428576
884,1019,2015,9,37.9915625
885,1019,2015,10,35.75483333333333
886,1019,2015,11,34.55309523809524
887,1019,2015,12,33.34476190476191
888,1019,2016,1,31.99480952380953
889,1019,2016,2,35.459851190476186
890,1019,2016,3,37.780565476190475
891,1019,2016,4,37.805595238095236
892,1019,2016,5,35.52999999999999
893,1019,2016,6,36.22755952380952
894,1019,2016,7,37.00885714285714
895,1019,2016,8,36.20291666666666
896,1019,2016,9,36.133750000000006
897,1019,2016,10,35.68669047619048
898,1019,2016,11,34.29409226190476
899,1019,2016,12,32.56858630952381
900,1019,2017,1,33.57716666666666
901,1019,2017,2,35.43723214285714
902,1019,2017,3,38.022797619047616
903,1019,2017,4,38.69633333333333
904,1019,2017,5,35.5910119047619
905,1019,2017,6,35.64785714285714
906,1019,2017,7,36.070476190476185
907,1019,2017,8,34.93333333333334
908,1019,2017,9,37.23561904761904
909,1019,2017,10,35.38050595238096
910,1019,2017,11,32.826696428571424
911,1019,2017,12,31.196726190476188
912,1020,2014,1,32.51571428571429
913,1020,2014,2,33.61267857142857
914,1020,2014,3,36.328428571428574
915,1020,2014,4,37.76589285714286
916,1020,2014,5,37.559285714285714
917,1020,2014,6,38.57955357142857
918,1020,2014,7,36.826696428571424
919,1020,2014,8,35.23571428571429
920,1020,2014,9,36.785625
921,1020,2014,10,36.574196428571426
922,1020,2014,11,35.11725
923,1020,2014,12,32.901651785714286
924,1020,2015,1,33.245892857142856
925,1020,2015,2,35.105982142857144
926,1020,2015,3,35.950446428571425
927,1020,2015,4,38.80607142857143
928,1020,2015,5,38.82910714285715
929,1020,2015,6,38.11857142857143
930,1020,2015,7,36.67290178571429
931,1020,2015,8,37.596964285714286
932,1020,2015,9,38.659062500000005
933,1020,2015,10,35.715357142857144
934,1020,2015,11,34.46964285714286
935,1020,2015,12,33.463928571428575
936,1020,2016,1,32.183571428571426
937,1020,2016,2,35.692232142857144
938,1020,2016,3,38.095803571428576
939,1020,2016,4,37.90178571428571
940,1020,2016,5,36.07
941,1020,2016,6,36.628392857142856
942,1020,2016,7,38.383714285714284
943,1020,2016,8,36.636607142857144
944,1020,2016,9,37.72803571428572
945,1020,2016,10,36.07557142857143
946,1020,2016,11,34.471741071428575
947,1020,2016,12,33.29995535714286
948,1020,2017,1,34.262071428571424
949,1020,2017,2,35.74955357142857
950,1020,2017,3,38.4075
951,1020,2017,4,39.2425
952,1020,2017,5,35.923125
953,1020,2017,6,35.98357142857143
954,1020,2017,7,36.49771428571428
955,1020,2017,8,35.20375
956,1020,2017,9,37.442142857142855
957,1020,2017,10,34.53901785714286
958,1020,2017,11,32.99651785714286
959,1020,2017,12,32.14982142857143
960,1021,2014,1,29.399486607142858
961,1021,2014,2,30.731450892857143
962,1021,2014,3,32.31496428571428
963,1021,2014,4,35.947991071428575
964,1021,2014,5,36.39403571428572
965,1021,2014,6,34.525535714285716
966,1021,2014,7,32.16839285714286
