,addrcode,Year,Month,rainfall
314,100107,2014,5,10.228
315,100107,2014,6,59.3375
316,100107,2014,7,12.07
317,100107,2014,8,35.272000000000006
318,100107,2014,9,68.945
319,100107,2014,10,72.215
320,100107,2014,11,8.774
321,100107,2014,12,5.992500000000001
322,100107,2015,1,7.386666666666667
323,100107,2015,2,0.0925
324,100107,2015,3,6.842499999999999
325,100107,2015,4,4.7175
326,100107,2015,5,27.369999999999997
327,100107,2015,6,77.2475
328,100107,2015,7,53.544999999999995
329,100107,2015,8,52.604
330,100107,2015,9,97.47500000000001
331,100107,2015,10,58.96200000000001
332,100107,2015,11,19.73
333,100107,2015,12,0.3925
334,100107,2016,1,8.672
335,100107,2016,2,0.0
336,100107,2016,3,21.985
337,100107,2016,4,14.705999999999998
338,100107,2016,5,91.86
339,100107,2016,6,46.697500000000005
340,100107,2016,7,52.67800000000001
341,100107,2016,8,62.720000000000006
342,100107,2016,9,72.1525
343,100107,2016,10,64.23999999999998
344,100107,2016,11,10.327499999999999
345,100107,2016,12,9.475000000000001
346,100107,2017,1,17.388
347,100107,2017,2,16.03
348,100107,2017,3,15.3625
349,100107,2017,4,44.766
350,100107,2017,5,33.040000000000006
351,100107,2017,6,19.625
352,100107,2017,7,32.077999999999996
353,100107,2017,8,53.230000000000004
354,100107,2017,9,38.648
355,100107,2017,10,35.85
356,100107,2017,11,3.585
357,100107,2017,12,0.3975
364,100108,2014,3,26.320000000000004
365,100108,2014,4,18.205000000000002
366,100108,2014,5,10.792
367,100108,2014,6,56.724999999999994
368,100108,2014,7,10.925
369,100108,2014,8,33.794000000000004
370,100108,2014,9,71.135
371,100108,2014,10,72.6925
372,100108,2014,11,9.796000000000001
373,100108,2014,12,8.4525
374,100108,2015,1,10.638333333333334
375,100108,2015,2,0.1275
376,100108,2015,3,5.5875
377,100108,2015,4,4.155
378,100108,2015,5,25.414
379,100108,2015,6,72.4725
380,100108,2015,7,53.0075
381,100108,2015,8,40.938
382,100108,2015,9,94.2225
383,100108,2015,10,62.128
384,100108,2015,11,17.5075
385,100108,2015,12,0.8325
386,100108,2016,1,10.075999999999999
387,100108,2016,2,0.0
388,100108,2016,3,26.2075
389,100108,2016,4,15.396
390,100108,2016,5,94.61
391,100108,2016,6,39.555
392,100108,2016,7,50.04
393,100108,2016,8,60.56249999999999
394,100108,2016,9,68.8375
395,100108,2016,10,58.754000000000005
396,100108,2016,11,11.9375
397,100108,2016,12,8.2675
398,100108,2017,1,17.613999999999997
399,100108,2017,2,17.752499999999998
400,100108,2017,3,18.962500000000002
401,100108,2017,4,43.476
402,100108,2017,5,32.1975
403,100108,2017,6,18.502499999999998
404,100108,2017,7,30.326
405,100108,2017,8,45.9675
406,100108,2017,9,40.624
407,100108,2017,10,38.625
408,100108,2017,11,4.755
409,100108,2017,12,1.15
416,100109,2014,3,26.320000000000004
417,100109,2014,4,18.205000000000002
418,100109,2014,5,10.792
419,100109,2014,6,56.724999999999994
420,100109,2014,7,10.925
421,100109,2014,8,33.794000000000004
422,100109,2014,9,71.135
423,100109,2014,10,72.6925
424,100109,2014,11,9.796000000000001
425,100109,2014,12,8.4525
426,100109,2015,1,10.638333333333334
427,100109,2015,2,0.1275
428,100109,2015,3,5.5875
429,100109,2015,4,4.155
430,100109,2015,5,25.414
431,100109,2015,6,72.4725
432,100109,2015,7,53.0075
433,100109,2015,8,40.938
434,100109,2015,9,94.2225
435,100109,2015,10,62.128
436,100109,2015,11,17.5075
437,100109,2015,12,0.8325
438,100109,2016,1,10.075999999999999
439,100109,2016,2,0.0
440,100109,2016,3,26.2075
441,100109,2016,4,15.396
442,100109,2016,5,94.61
443,100109,2016,6,39.555
444,100109,2016,7,50.04
445,100109,2016,8,60.56249999999999
446,100109,2016,9,68.8375
447,100109,2016,10,58.754000000000005
448,100109,2016,11,11.9375
449,100109,2016,12,8.2675
450,100109,2017,1,17.613999999999997
451,100109,2017,2,17.752499999999998
452,100109,2017,3,18.962500000000002
453,100109,2017,4,43.476
454,100109,2017,5,32.1975
455,100109,2017,6,18.502499999999998
456,100109,2017,7,30.326
457,100109,2017,8,45.9675
458,100109,2017,9,40.624
459,100109,2017,10,38.625
460,100109,2017,11,4.755
461,100109,2017,12,1.15
468,100110,2014,3,20.633999999999997
469,100110,2014,4,14.55
470,100110,2014,5,10.228
471,100110,2014,6,59.3375
472,100110,2014,7,12.07
473,100110,2014,8,35.272000000000006
474,100110,2014,9,68.945
475,100110,2014,10,72.215
476,100110,2014,11,8.774
477,100110,2014,12,5.992500000000001
478,100110,2015,1,7.386666666666667
479,100110,2015,2,0.0925
480,100110,2015,3,6.842499999999999
481,100110,2015,4,4.7175
482,100110,2015,5,27.369999999999997
483,100110,2015,6,77.2475
484,100110,2015,7,53.544999999999995
485,100110,2015,8,52.604
486,100110,2015,9,97.47500000000001
487,100110,2015,10,58.96200000000001
488,100110,2015,11,19.73
489,100110,2015,12,0.3925
490,100110,2016,1,8.672
491,100110,2016,2,0.0
492,100110,2016,3,21.985
493,100110,2016,4,14.705999999999998
494,100110,2016,5,91.86
495,100110,2016,6,46.697500000000005
496,100110,2016,7,52.67800000000001
497,100110,2016,8,62.720000000000006
498,100110,2016,9,72.1525
499,100110,2016,10,64.23999999999998
500,100110,2016,11,10.327499999999999
501,100110,2016,12,9.475000000000001
502,100110,2017,1,17.388
503,100110,2017,2,16.03
504,100110,2017,3,15.3625
505,100110,2017,4,44.766
506,100110,2017,5,33.040000000000006
507,100110,2017,6,19.625
508,100110,2017,7,32.077999999999996
509,100110,2017,8,53.230000000000004
510,100110,2017,9,38.648
511,100110,2017,10,35.85
512,100110,2017,11,3.585
513,100110,2017,12,0.3975
520,100111,2014,3,20.633999999999997
521,100111,2014,4,14.55
522,100111,2014,5,10.228
523,100111,2014,6,59.3375
524,100111,2014,7,12.07
525,100111,2014,8,35.272000000000006
526,100111,2014,9,68.945
527,100111,2014,10,72.215
528,100111,2014,11,8.774
529,100111,2014,12,5.992500000000001
530,100111,2015,1,7.386666666666667
531,100111,2015,2,0.0925
532,100111,2015,3,6.842499999999999
533,100111,2015,4,4.7175
534,100111,2015,5,27.369999999999997
535,100111,2015,6,77.2475
536,100111,2015,7,53.544999999999995
537,100111,2015,8,52.604
538,100111,2015,9,97.47500000000001
539,100111,2015,10,58.96200000000001
540,100111,2015,11,19.73
541,100111,2015,12,0.3925
542,100111,2016,1,8.672
543,100111,2016,2,0.0
544,100111,2016,3,21.985
545,100111,2016,4,14.705999999999998
546,100111,2016,5,91.86
547,100111,2016,6,46.697500000000005
548,100111,2016,7,52.67800000000001
549,100111,2016,8,62.720000000000006
550,100111,2016,9,72.1525
551,100111,2016,10,64.23999999999998
552,100111,2016,11,10.327499999999999
553,100111,2016,12,9.475000000000001
554,100111,2017,1,17.388
555,100111,2017,2,16.03
556,100111,2017,3,15.3625
557,100111,2017,4,44.766
558,100111,2017,5,33.040000000000006
559,100111,2017,6,19.625
560,100111,2017,7,32.077999999999996
561,100111,2017,8,53.230000000000004
562,100111,2017,9,38.648
