ลำดับที่,รหัสสถานี,ที่ตั้งสถานี,จังหวัด,วันที่ตรวจวัดสภาพอากาศ,ค่าตรวจวัด,ประเภทข้อมูล
20,552401,ฉวาง,นครศรีธรรมราช,3/4/2017,0.00,ปริมาณฝน
21,552401,ฉวาง,นครศรีธรรมราช,3/5/2017,81.00,ความชื้นสัมพัทธ์
22,552401,ฉวาง,นครศรีธรรมราช,3/5/2017,9.00,ความเร็วลมสุงสุด
23,552401,ฉวาง,นครศรีธรรมราช,3/5/2017,0.00,ปริมาณฝน
24,552401,ฉวาง,นครศรีธรรมราช,3/7/2017,84.00,ความชื้นสัมพัทธ์
25,552401,ฉวาง,นครศรีธรรมราช,3/7/2017,0.00,ปริมาณฝน
26,552401,ฉวาง,นครศรีธรรมราช,3/8/2017,91.00,ความชื้นสัมพัทธ์
27,552401,ฉวาง,นครศรีธรรมราช,3/8/2017,0.00,ปริมาณฝน
28,552401,ฉวาง,นครศรีธรรมราช,4/1/2017,94.00,ความชื้นสัมพัทธ์
29,552401,ฉวาง,นครศรีธรรมราช,4/1/2017,6.00,ความเร็วลมสุงสุด
30,552401,ฉวาง,นครศรีธรรมราช,4/1/2017,63.20,ปริมาณฝน
31,552401,ฉวาง,นครศรีธรรมราช,4/8/2017,93.00,ความชื้นสัมพัทธ์
32,552401,ฉวาง,นครศรีธรรมราช,4/8/2017,39.50,ปริมาณฝน
33,552401,ฉวาง,นครศรีธรรมราช,4/9/2017,84.00,ความชื้นสัมพัทธ์
34,552401,ฉวาง,นครศรีธรรมราช,4/9/2017,15.80,ปริมาณฝน
35,552401,ฉวาง,นครศรีธรรมราช,4/10/2017,87.00,ความชื้นสัมพัทธ์
36,552401,ฉวาง,นครศรีธรรมราช,4/10/2017,6.40,ปริมาณฝน
37,552401,ฉวาง,นครศรีธรรมราช,4/11/2017,84.00,ความชื้นสัมพัทธ์
38,552401,ฉวาง,นครศรีธรรมราช,4/11/2017,0.00,ปริมาณฝน
39,552401,ฉวาง,นครศรีธรรมราช,4/12/2017,95.00,ความชื้นสัมพัทธ์
40,552401,ฉวาง,นครศรีธรรมราช,4/12/2017,9.80,ปริมาณฝน
41,552401,ฉวาง,นครศรีธรรมราช,5/4/2017,96.00,ความชื้นสัมพัทธ์
42,552401,ฉวาง,นครศรีธรรมราช,5/4/2017,6.00,ความเร็วลมสุงสุด
43,552401,ฉวาง,นครศรีธรรมราช,5/4/2017,0.00,ปริมาณฝน
44,552401,ฉวาง,นครศรีธรรมราช,5/5/2017,86.00,ความชื้นสัมพัทธ์
45,552401,ฉวาง,นครศรีธรรมราช,5/5/2017,13.00,ความเร็วลมสุงสุด
46,552401,ฉวาง,นครศรีธรรมราช,5/5/2017,0.00,ปริมาณฝน
47,552401,ฉวาง,นครศรีธรรมราช,5/7/2017,85.00,ความชื้นสัมพัทธ์
48,552401,ฉวาง,นครศรีธรรมราช,5/7/2017,0.00,ปริมาณฝน
49,552401,ฉวาง,นครศรีธรรมราช,5/12/2017,94.00,ความชื้นสัมพัทธ์
50,552401,ฉวาง,นครศรีธรรมราช,5/12/2017,0.00,ปริมาณฝน
51,552401,ฉวาง,นครศรีธรรมราช,6/7/2017,84.00,ความชื้นสัมพัทธ์
52,552401,ฉวาง,นครศรีธรรมราช,6/7/2017,0.00,ปริมาณฝน
53,552401,ฉวาง,นครศรีธรรมราช,6/8/2017,89.00,ความชื้นสัมพัทธ์
54,552401,ฉวาง,นครศรีธรรมราช,6/8/2017,1.70,ปริมาณฝน
55,552401,ฉวาง,นครศรีธรรมราช,6/10/2017,85.00,ความชื้นสัมพัทธ์
56,552401,ฉวาง,นครศรีธรรมราช,6/10/2017,0.00,ปริมาณฝน
57,552401,ฉวาง,นครศรีธรรมราช,6/12/2017,86.00,ความชื้นสัมพัทธ์
58,552401,ฉวาง,นครศรีธรรมราช,6/12/2017,1.50,ปริมาณฝน
59,552401,ฉวาง,นครศรีธรรมราช,7/11/2017,85.00,ความชื้นสัมพัทธ์
60,552401,ฉวาง,นครศรีธรรมราช,7/11/2017,0.00,ปริมาณฝน
61,552401,ฉวาง,นครศรีธรรมราช,8/3/2017,76.00,ความชื้นสัมพัทธ์
62,552401,ฉวาง,นครศรีธรรมราช,8/3/2017,3.00,ความเร็วลมสุงสุด
63,552401,ฉวาง,นครศรีธรรมราช,8/3/2017,0.00,ปริมาณฝน
64,552401,ฉวาง,นครศรีธรรมราช,8/8/2017,85.00,ความชื้นสัมพัทธ์
65,552401,ฉวาง,นครศรีธรรมราช,8/8/2017,0.00,ปริมาณฝน
66,552401,ฉวาง,นครศรีธรรมราช,9/5/2017,87.00,ความชื้นสัมพัทธ์
67,552401,ฉวาง,นครศรีธรรมราช,9/5/2017,10.00,ความเร็วลมสุงสุด
68,552401,ฉวาง,นครศรีธรรมราช,9/5/2017,0.00,ปริมาณฝน
69,552401,ฉวาง,นครศรีธรรมราช,10/5/2017,91.00,ความชื้นสัมพัทธ์
70,552401,ฉวาง,นครศรีธรรมราช,10/5/2017,12.00,ความเร็วลมสุงสุด
71,552401,ฉวาง,นครศรีธรรมราช,10/5/2017,5.60,ปริมาณฝน
72,552401,ฉวาง,นครศรีธรรมราช,12/6/2017,82.00,ความชื้นสัมพัทธ์
73,552401,ฉวาง,นครศรีธรรมราช,12/6/2017,3.40,ปริมาณฝน
74,552401,ฉวาง,นครศรีธรรมราช,12/12/2017,79.00,ความชื้นสัมพัทธ์
75,552401,ฉวาง,นครศรีธรรมราช,12/12/2017,0.00,ปริมาณฝน
76,552401,ฉวาง,นครศรีธรรมราช,13/1/2017,79.00,ความชื้นสัมพัทธ์
77,552401,ฉวาง,นครศรีธรรมราช,13/1/2017,4.00,ความเร็วลมสุงสุด
78,552401,ฉวาง,นครศรีธรรมราช,13/1/2017,0.00,ปริมาณฝน
79,552401,ฉวาง,นครศรีธรรมราช,13/3/2017,74.00,ความชื้นสัมพัทธ์
80,552401,ฉวาง,นครศรีธรรมราช,13/3/2017,6.00,ความเร็วลมสุงสุด
81,552401,ฉวาง,นครศรีธรรมราช,13/3/2017,0.00,ปริมาณฝน
82,552401,ฉวาง,นครศรีธรรมราช,13/10/2017,86.00,ความชื้นสัมพัทธ์
83,552401,ฉวาง,นครศรีธรรมราช,13/10/2017,0.00,ปริมาณฝน
84,552401,ฉวาง,นครศรีธรรมราช,14/5/2017,80.00,ความชื้นสัมพัทธ์
85,552401,ฉวาง,นครศรีธรรมราช,14/5/2017,0.00,ความเร็วลมสุงสุด
86,552401,ฉวาง,นครศรีธรรมราช,14/5/2017,0.00,ปริมาณฝน
87,552401,ฉวาง,นครศรีธรรมราช,14/9/2017,88.00,ความชื้นสัมพัทธ์
88,552401,ฉวาง,นครศรีธรรมราช,14/9/2017,0.00,ปริมาณฝน
89,552401,ฉวาง,นครศรีธรรมราช,14/10/2017,89.00,ความชื้นสัมพัทธ์
90,552401,ฉวาง,นครศรีธรรมราช,14/10/2017,0.00,ปริมาณฝน
91,552401,ฉวาง,นครศรีธรรมราช,14/12/2017,81.00,ความชื้นสัมพัทธ์
92,552401,ฉวาง,นครศรีธรรมราช,14/12/2017,0.00,ปริมาณฝน
93,552401,ฉวาง,นครศรีธรรมราช,15/3/2017,73.00,ความชื้นสัมพัทธ์
94,552401,ฉวาง,นครศรีธรรมราช,15/3/2017,8.00,ความเร็วลมสุงสุด
95,552401,ฉวาง,นครศรีธรรมราช,15/3/2017,0.00,ปริมาณฝน
96,552401,ฉวาง,นครศรีธรรมราช,15/6/2017,84.00,ความชื้นสัมพัทธ์
97,552401,ฉวาง,นครศรีธรรมราช,15/6/2017,0.00,ปริมาณฝน
98,552401,ฉวาง,นครศรีธรรมราช,15/7/2017,90.00,ความชื้นสัมพัทธ์
99,552401,ฉวาง,นครศรีธรรมราช,15/7/2017,0.00,ปริมาณฝน
100,552401,ฉวาง,นครศรีธรรมราช,1/7/2017,85.00,ความชื้นสัมพัทธ์
101,552401,ฉวาง,นครศรีธรรมราช,1/7/2017,0.00,ปริมาณฝน
102,552401,ฉวาง,นครศรีธรรมราช,2/3/2017,76.00,ความชื้นสัมพัทธ์
103,552401,ฉวาง,นครศรีธรรมราช,2/3/2017,8.00,ความเร็วลมสุงสุด
104,552401,ฉวาง,นครศรีธรรมราช,2/3/2017,0.00,ปริมาณฝน
105,552401,ฉวาง,นครศรีธรรมราช,2/5/2017,82.00,ความชื้นสัมพัทธ์
106,552401,ฉวาง,นครศรีธรรมราช,2/5/2017,6.00,ความเร็วลมสุงสุด
107,552401,ฉวาง,นครศรีธรรมราช,2/5/2017,0.00,ปริมาณฝน
108,552401,ฉวาง,นครศรีธรรมราช,2/10/2017,91.00,ความชื้นสัมพัทธ์
109,552401,ฉวาง,นครศรีธรรมราช,2/10/2017,0.00,ปริมาณฝน
110,552401,ฉวาง,นครศรีธรรมราช,3/2/2017,80.00,ความชื้นสัมพัทธ์
111,552401,ฉวาง,นครศรีธรรมราช,3/2/2017,14.00,ความเร็วลมสุงสุด
112,552401,ฉวาง,นครศรีธรรมราช,3/2/2017,0.00,ปริมาณฝน
113,552401,ฉวาง,นครศรีธรรมราช,3/6/2017,81.00,ความชื้นสัมพัทธ์
114,552401,ฉวาง,นครศรีธรรมราช,3/6/2017,0.00,ปริมาณฝน
115,552401,ฉวาง,นครศรีธรรมราช,3/11/2017,89.00,ความชื้นสัมพัทธ์
116,552401,ฉวาง,นครศรีธรรมราช,3/11/2017,0.00,ปริมาณฝน
117,552401,ฉวาง,นครศรีธรรมราช,3/12/2017,95.00,ความชื้นสัมพัทธ์
118,552401,ฉวาง,นครศรีธรรมราช,3/12/2017,0.00,ปริมาณฝน
119,552401,ฉวาง,นครศรีธรรมราช,4/2/2017,81.00,ความชื้นสัมพัทธ์
120,552401,ฉวาง,นครศรีธรรมราช,4/2/2017,12.00,ความเร็วลมสุงสุด
121,552401,ฉวาง,นครศรีธรรมราช,4/2/2017,0.00,ปริมาณฝน
122,552401,ฉวาง,นครศรีธรรมราช,4/3/2017,75.00,ความชื้นสัมพัทธ์
123,552401,ฉวาง,นครศรีธรรมราช,4/3/2017,10.00,ความเร็วลมสุงสุด
124,552401,ฉวาง,นครศรีธรรมราช,4/3/2017,0.00,ปริมาณฝน
125,552401,ฉวาง,นครศรีธรรมราช,4/7/2017,89.00,ความชื้นสัมพัทธ์
126,552401,ฉวาง,นครศรีธรรมราช,4/7/2017,22.10,ปริมาณฝน
127,552401,ฉวาง,นครศรีธรรมราช,5/1/2017,94.00,ความชื้นสัมพัทธ์
128,552401,ฉวาง,นครศรีธรรมราช,5/1/2017,7.00,ความเร็วลมสุงสุด
129,552401,ฉวาง,นครศรีธรรมราช,5/1/2017,0.00,ปริมาณฝน
130,552401,ฉวาง,นครศรีธรรมราช,5/10/2017,84.00,ความชื้นสัมพัทธ์
131,552401,ฉวาง,นครศรีธรรมราช,5/10/2017,0.00,ปริมาณฝน
132,552401,ฉวาง,นครศรีธรรมราช,6/4/2017,87.00,ความชื้นสัมพัทธ์
133,552401,ฉวาง,นครศรีธรรมราช,6/4/2017,4.00,ความเร็วลมสุงสุด
134,552401,ฉวาง,นครศรีธรรมราช,6/4/2017,0.00,ปริมาณฝน
135,552401,ฉวาง,นครศรีธรรมราช,6/5/2017,85.00,ความชื้นสัมพัทธ์
136,552401,ฉวาง,นครศรีธรรมราช,6/5/2017,5.00,ความเร็วลมสุงสุด
137,552401,ฉวาง,นครศรีธรรมราช,6/5/2017,3.20,ปริมาณฝน
138,552401,ฉวาง,นครศรีธรรมราช,6/11/2017,85.00,ความชื้นสัมพัทธ์
139,552401,ฉวาง,นครศรีธรรมราช,6/11/2017,0.50,ปริมาณฝน
140,552401,ฉวาง,นครศรีธรรมราช,7/1/2017,92.00,ความชื้นสัมพัทธ์
141,552401,ฉวาง,นครศรีธรรมราช,7/1/2017,3.00,ความเร็วลมสุงสุด
142,552401,ฉวาง,นครศรีธรรมราช,7/1/2017,0.00,ปริมาณฝน
143,552401,ฉวาง,นครศรีธรรมราช,7/3/2017,74.00,ความชื้นสัมพัทธ์
144,552401,ฉวาง,นครศรีธรรมราช,7/3/2017,4.00,ความเร็วลมสุงสุด
145,552401,ฉวาง,นครศรีธรรมราช,7/3/2017,0.00,ปริมาณฝน
146,552401,ฉวาง,นครศรีธรรมราช,7/5/2017,87.00,ความชื้นสัมพัทธ์
147,552401,ฉวาง,นครศรีธรรมราช,7/5/2017,5.00,ความเร็วลมสุงสุด
148,552401,ฉวาง,นครศรีธรรมราช,7/5/2017,0.00,ปริมาณฝน
149,552401,ฉวาง,นครศรีธรรมราช,7/8/2017,87.00,ความชื้นสัมพัทธ์
150,552401,ฉวาง,นครศรีธรรมราช,7/8/2017,0.00,ปริมาณฝน
151,552401,ฉวาง,นครศรีธรรมราช,7/9/2017,88.00,ความชื้นสัมพัทธ์
152,552401,ฉวาง,นครศรีธรรมราช,7/9/2017,0.00,ปริมาณฝน
153,552401,ฉวาง,นครศรีธรรมราช,7/10/2017,92.00,ความชื้นสัมพัทธ์
154,552401,ฉวาง,นครศรีธรรมราช,7/10/2017,0.00,ปริมาณฝน
155,552401,ฉวาง,นครศรีธรรมราช,8/6/2017,82.00,ความชื้นสัมพัทธ์
156,552401,ฉวาง,นครศรีธรรมราช,8/6/2017,0.30,ปริมาณฝน
157,552401,ฉวาง,นครศรีธรรมราช,9/2/2017,74.00,ความชื้นสัมพัทธ์
158,552401,ฉวาง,นครศรีธรรมราช,9/2/2017,10.00,ความเร็วลมสุงสุด
159,552401,ฉวาง,นครศรีธรรมราช,9/2/2017,0.00,ปริมาณฝน
160,552401,ฉวาง,นครศรีธรรมราช,9/4/2017,85.00,ความชื้นสัมพัทธ์
161,552401,ฉวาง,นครศรีธรรมราช,9/4/2017,11.00,ความเร็วลมสุงสุด
162,552401,ฉวาง,นครศรีธรรมราช,9/4/2017,5.30,ปริมาณฝน
163,552401,ฉวาง,นครศรีธรรมราช,9/10/2017,84.00,ความชื้นสัมพัทธ์
164,552401,ฉวาง,นครศรีธรรมราช,9/10/2017,40.10,ปริมาณฝน
165,552401,ฉวาง,นครศรีธรรมราช,10/3/2017,76.00,ความชื้นสัมพัทธ์
166,552401,ฉวาง,นครศรีธรรมราช,10/3/2017,12.00,ความเร็วลมสุงสุด
167,552401,ฉวาง,นครศรีธรรมราช,10/3/2017,0.00,ปริมาณฝน
168,552401,ฉวาง,นครศรีธรรมราช,10/6/2017,75.00,ความชื้นสัมพัทธ์
169,552401,ฉวาง,นครศรีธรรมราช,10/6/2017,0.00,ปริมาณฝน
170,552401,ฉวาง,นครศรีธรรมราช,10/7/2017,84.00,ความชื้นสัมพัทธ์
171,552401,ฉวาง,นครศรีธรรมราช,10/7/2017,0.00,ปริมาณฝน
172,552401,ฉวาง,นครศรีธรรมราช,11/3/2017,71.00,ความชื้นสัมพัทธ์
173,552401,ฉวาง,นครศรีธรรมราช,11/3/2017,10.00,ความเร็วลมสุงสุด
174,552401,ฉวาง,นครศรีธรรมราช,11/3/2017,0.00,ปริมาณฝน
175,552401,ฉวาง,นครศรีธรรมราช,11/4/2017,88.00,ความชื้นสัมพัทธ์
176,552401,ฉวาง,นครศรีธรรมราช,11/4/2017,13.00,ความเร็วลมสุงสุด
177,552401,ฉวาง,นครศรีธรรมราช,11/4/2017,3.80,ปริมาณฝน
178,552401,ฉวาง,นครศรีธรรมราช,11/5/2017,90.00,ความชื้นสัมพัทธ์
179,552401,ฉวาง,นครศรีธรรมราช,11/5/2017,0.00,ความเร็วลมสุงสุด
180,552401,ฉวาง,นครศรีธรรมราช,11/5/2017,1.80,ปริมาณฝน
181,552401,ฉวาง,นครศรีธรรมราช,11/6/2017,82.00,ความชื้นสัมพัทธ์
182,552401,ฉวาง,นครศรีธรรมราช,11/6/2017,0.00,ปริมาณฝน
183,552401,ฉวาง,นครศรีธรรมราช,11/9/2017,89.00,ความชื้นสัมพัทธ์
184,552401,ฉวาง,นครศรีธรรมราช,11/9/2017,0.30,ปริมาณฝน
185,552401,ฉวาง,นครศรีธรรมราช,11/12/2017,84.00,ความชื้นสัมพัทธ์
186,552401,ฉวาง,นครศรีธรรมราช,11/12/2017,0.00,ปริมาณฝน
187,552401,ฉวาง,นครศรีธรรมราช,12/1/2017,81.00,ความชื้นสัมพัทธ์
188,552401,ฉวาง,นครศรีธรรมราช,12/1/2017,5.00,ความเร็วลมสุงสุด
189,552401,ฉวาง,นครศรีธรรมราช,12/1/2017,0.00,ปริมาณฝน
190,552401,ฉวาง,นครศรีธรรมราช,12/2/2017,82.00,ความชื้นสัมพัทธ์
191,552401,ฉวาง,นครศรีธรรมราช,12/2/2017,10.00,ความเร็วลมสุงสุด
192,552401,ฉวาง,นครศรีธรรมราช,12/2/2017,1.50,ปริมาณฝน
193,552401,ฉวาง,นครศรีธรรมราช,12/4/2017,82.00,ความชื้นสัมพัทธ์
194,552401,ฉวาง,นครศรีธรรมราช,12/4/2017,4.00,ความเร็วลมสุงสุด
195,552401,ฉวาง,นครศรีธรรมราช,12/4/2017,8.50,ปริมาณฝน
196,552401,ฉวาง,นครศรีธรรมราช,12/8/2017,85.00,ความชื้นสัมพัทธ์
197,552401,ฉวาง,นครศรีธรรมราช,12/8/2017,22.50,ปริมาณฝน
198,552401,ฉวาง,นครศรีธรรมราช,13/2/2017,74.00,ความชื้นสัมพัทธ์
199,552401,ฉวาง,นครศรีธรรมราช,13/2/2017,16.00,ความเร็วลมสุงสุด
200,552401,ฉวาง,นครศรีธรรมราช,13/2/2017,0.00,ปริมาณฝน
201,552401,ฉวาง,นครศรีธรรมราช,13/4/2017,87.00,ความชื้นสัมพัทธ์
202,552401,ฉวาง,นครศรีธรรมราช,13/4/2017,12.00,ความเร็วลมสุงสุด
203,552401,ฉวาง,นครศรีธรรมราช,13/4/2017,0.00,ปริมาณฝน
204,552401,ฉวาง,นครศรีธรรมราช,13/11/2017,84.00,ความชื้นสัมพัทธ์
205,552401,ฉวาง,นครศรีธรรมราช,13/11/2017,0.00,ปริมาณฝน
206,552401,ฉวาง,นครศรีธรรมราช,13/12/2017,82.00,ความชื้นสัมพัทธ์
207,552401,ฉวาง,นครศรีธรรมราช,13/12/2017,0.00,ปริมาณฝน
208,552401,ฉวาง,นครศรีธรรมราช,14/1/2017,83.00,ความชื้นสัมพัทธ์
209,552401,ฉวาง,นครศรีธรรมราช,14/1/2017,9.00,ความเร็วลมสุงสุด
210,552401,ฉวาง,นครศรีธรรมราช,14/1/2017,0.00,ปริมาณฝน
211,552401,ฉวาง,นครศรีธรรมราช,14/3/2017,75.00,ความชื้นสัมพัทธ์
212,552401,ฉวาง,นครศรีธรรมราช,14/3/2017,4.00,ความเร็วลมสุงสุด
213,552401,ฉวาง,นครศรีธรรมราช,14/3/2017,0.00,ปริมาณฝน
214,552401,ฉวาง,นครศรีธรรมราช,14/4/2017,81.00,ความชื้นสัมพัทธ์
215,552401,ฉวาง,นครศรีธรรมราช,14/4/2017,11.00,ความเร็วลมสุงสุด
216,552401,ฉวาง,นครศรีธรรมราช,14/4/2017,0.00,ปริมาณฝน
217,552401,ฉวาง,นครศรีธรรมราช,1/2/2017,87.00,ความชื้นสัมพัทธ์
218,552401,ฉวาง,นครศรีธรรมราช,1/2/2017,10.00,ความเร็วลมสุงสุด
219,552401,ฉวาง,นครศรีธรรมราช,1/2/2017,0.00,ปริมาณฝน
220,552401,ฉวาง,นครศรีธรรมราช,1/3/2017,76.00,ความชื้นสัมพัทธ์
221,552401,ฉวาง,นครศรีธรรมราช,1/3/2017,8.00,ความเร็วลมสุงสุด
222,552401,ฉวาง,นครศรีธรรมราช,1/3/2017,0.00,ปริมาณฝน
223,552401,ฉวาง,นครศรีธรรมราช,1/9/2017,84.00,ความชื้นสัมพัทธ์
224,552401,ฉวาง,นครศรีธรรมราช,1/9/2017,0.00,ปริมาณฝน
225,552401,ฉวาง,นครศรีธรรมราช,2/6/2017,87.00,ความชื้นสัมพัทธ์
226,552401,ฉวาง,นครศรีธรรมราช,2/6/2017,0.00,ปริมาณฝน
227,552401,ฉวาง,นครศรีธรรมราช,2/7/2017,85.00,ความชื้นสัมพัทธ์
228,552401,ฉวาง,นครศรีธรรมราช,2/7/2017,0.00,ปริมาณฝน
229,552401,ฉวาง,นครศรีธรรมราช,2/11/2017,88.00,ความชื้นสัมพัทธ์
230,552401,ฉวาง,นครศรีธรรมราช,2/11/2017,0.00,ปริมาณฝน
231,552401,ฉวาง,นครศรีธรรมราช,3/10/2017,88.00,ความชื้นสัมพัทธ์
232,552401,ฉวาง,นครศรีธรรมราช,3/10/2017,0.00,ปริมาณฝน
233,552401,ฉวาง,นครศรีธรรมราช,4/4/2017,85.00,ความชื้นสัมพัทธ์
234,552401,ฉวาง,นครศรีธรรมราช,4/4/2017,10.00,ความเร็วลมสุงสุด
235,552401,ฉวาง,นครศรีธรรมราช,4/4/2017,0.00,ปริมาณฝน
236,552401,ฉวาง,นครศรีธรรมราช,4/5/2017,77.00,ความชื้นสัมพัทธ์
237,552401,ฉวาง,นครศรีธรรมราช,4/5/2017,11.00,ความเร็วลมสุงสุด
238,552401,ฉวาง,นครศรีธรรมราช,4/5/2017,0.00,ปริมาณฝน
239,552401,ฉวาง,นครศรีธรรมราช,5/8/2017,91.00,ความชื้นสัมพัทธ์
240,552401,ฉวาง,นครศรีธรรมราช,5/8/2017,0.00,ปริมาณฝน
241,552401,ฉวาง,นครศรีธรรมราช,5/9/2017,81.00,ความชื้นสัมพัทธ์
242,552401,ฉวาง,นครศรีธรรมราช,5/9/2017,0.00,ปริมาณฝน
243,552401,ฉวาง,นครศรีธรรมราช,5/11/2017,83.00,ความชื้นสัมพัทธ์
244,552401,ฉวาง,นครศรีธรรมราช,5/11/2017,0.00,ปริมาณฝน
245,552401,ฉวาง,นครศรีธรรมราช,6/1/2017,93.00,ความชื้นสัมพัทธ์
246,552401,ฉวาง,นครศรีธรรมราช,6/1/2017,7.00,ความเร็วลมสุงสุด
247,552401,ฉวาง,นครศรีธรรมราช,6/1/2017,39.40,ปริมาณฝน
248,552401,ฉวาง,นครศรีธรรมราช,6/3/2017,77.00,ความชื้นสัมพัทธ์
249,552401,ฉวาง,นครศรีธรรมราช,6/3/2017,10.00,ความเร็วลมสุงสุด
250,552401,ฉวาง,นครศรีธรรมราช,6/3/2017,1.00,ปริมาณฝน
251,552401,ฉวาง,นครศรีธรรมราช,6/6/2017,93.00,ความชื้นสัมพัทธ์
252,552401,ฉวาง,นครศรีธรรมราช,6/6/2017,21.80,ปริมาณฝน
253,552401,ฉวาง,นครศรีธรรมราช,6/9/2017,82.00,ความชื้นสัมพัทธ์
254,552401,ฉวาง,นครศรีธรรมราช,6/9/2017,33.40,ปริมาณฝน
255,552401,ฉวาง,นครศรีธรรมราช,7/2/2017,71.00,ความชื้นสัมพัทธ์
256,552401,ฉวาง,นครศรีธรรมราช,7/2/2017,5.00,ความเร็วลมสุงสุด
257,552401,ฉวาง,นครศรีธรรมราช,7/2/2017,0.00,ปริมาณฝน
258,552401,ฉวาง,นครศรีธรรมราช,7/4/2017,90.00,ความชื้นสัมพัทธ์
259,552401,ฉวาง,นครศรีธรรมราช,7/4/2017,9.00,ความเร็วลมสุงสุด
260,552401,ฉวาง,นครศรีธรรมราช,7/4/2017,0.00,ปริมาณฝน
261,552401,ฉวาง,นครศรีธรรมราช,7/6/2017,83.00,ความชื้นสัมพัทธ์
262,552401,ฉวาง,นครศรีธรรมราช,7/6/2017,0.00,ปริมาณฝน
263,552401,ฉวาง,นครศรีธรรมราช,8/1/2017,96.00,ความชื้นสัมพัทธ์
264,552401,ฉวาง,นครศรีธรรมราช,8/1/2017,13.00,ความเร็วลมสุงสุด
265,552401,ฉวาง,นครศรีธรรมราช,8/1/2017,21.50,ปริมาณฝน
266,552401,ฉวาง,นครศรีธรรมราช,8/2/2017,69.00,ความชื้นสัมพัทธ์
267,552401,ฉวาง,นครศรีธรรมราช,8/2/2017,3.00,ความเร็วลมสุงสุด
268,552401,ฉวาง,นครศรีธรรมราช,8/2/2017,0.00,ปริมาณฝน
269,552401,ฉวาง,นครศรีธรรมราช,8/5/2017,84.00,ความชื้นสัมพัทธ์
270,552401,ฉวาง,นครศรีธรรมราช,8/5/2017,12.00,ความเร็วลมสุงสุด
271,552401,ฉวาง,นครศรีธรรมราช,8/5/2017,0.40,ปริมาณฝน
272,552401,ฉวาง,นครศรีธรรมราช,8/7/2017,88.00,ความชื้นสัมพัทธ์
273,552401,ฉวาง,นครศรีธรรมราช,8/7/2017,0.00,ปริมาณฝน
274,552401,ฉวาง,นครศรีธรรมราช,8/9/2017,88.00,ความชื้นสัมพัทธ์
275,552401,ฉวาง,นครศรีธรรมราช,8/9/2017,6.00,ปริมาณฝน
276,552401,ฉวาง,นครศรีธรรมราช,8/12/2017,82.00,ความชื้นสัมพัทธ์
277,552401,ฉวาง,นครศรีธรรมราช,8/12/2017,0.00,ปริมาณฝน
278,552401,ฉวาง,นครศรีธรรมราช,9/6/2017,82.00,ความชื้นสัมพัทธ์
279,552401,ฉวาง,นครศรีธรรมราช,9/6/2017,0.00,ปริมาณฝน
280,552401,ฉวาง,นครศรีธรรมราช,9/8/2017,82.00,ความชื้นสัมพัทธ์
281,552401,ฉวาง,นครศรีธรรมราช,9/8/2017,1.50,ปริมาณฝน
282,552401,ฉวาง,นครศรีธรรมราช,9/9/2017,85.00,ความชื้นสัมพัทธ์
283,552401,ฉวาง,นครศรีธรรมราช,9/9/2017,0.00,ปริมาณฝน
284,552401,ฉวาง,นครศรีธรรมราช,9/12/2017,83.00,ความชื้นสัมพัทธ์
285,552401,ฉวาง,นครศรีธรรมราช,9/12/2017,0.00,ปริมาณฝน
